Track Name,Artist Name,URI,Lyrics
Need A Favor,Jelly Roll,spotify:track:5twSy6ffBrF03mnNUsUgJZ,"['So\u2005who the hell am I, who\u2005the hell am I to expect a savior, oh', 'If I only talk to God when I need a favor?', 'But, God, I need a favor', ""I know amazin' grace, but I ain't been livin' them words"", 'Swear I spend most Sundays', 'Drunk off my ass than I have at church', 'Hard cover King James', ""Only been savin' dust on the nightstand"", ""And I don't know what to say"", 'By the time I fold my hands', 'I only talk to God when I need a favor', ""And I only pray when I ain't got a prayer"", 'So who the hell am I, who the hell am I to expect a savior, oh', 'If I only talk to God when I need a favor?', 'But, God, I need a favor', 'Amen, amen', 'Yeah, I owe you more than one', ""And beggars can't be choosers"", ""But I'll pay for all I've done"", ""Just pleasе don't let me lose hеr"", 'I only talk to God when I need a favor', ""And I only pray when I ain't got a prayer"", 'So who the hell am I, who the hell am I to expect a savior, oh', 'If I only talk to God when I need a favor?', 'But, God, I need a favor', 'Amen, amen', 'Amen, amen', ""Hangin' in there just barely"", ""Throwin' up prayers like Hail Marys"", ""If You're still there, Lord, spare me"", 'Oh, my God, oh, my God, Hail Mary', ""Hangin' in there just barely"", ""Throwin' up prayers like Hail Marys"", ""If You're still there, Lord, spare me"", 'Oh, my God, oh, my God, Hail Mary', 'I only talk to God when I need a favor', ""And I only pray when I ain't got a prayer"", 'So tell me, who the hell am I to expect a savior', 'When I only talk to God if I need a favor?', 'And, God, I need a favor', 'Amen', 'God, I need a favor', 'Woah']"
Country Boy's Dream Girl,Ella Langley,spotify:track:1UlwFwRrb4Kth3TwnjBAJV,"[""Some boys want 'em pretty as a picture"", ""Hangin' on their arm, not sayin' a thing"", ""Ooh, if that's what you're lookin' for"", ""Ooh, then I ain't what you're lookin' for"", 'But if you wanna ride real slow', 'Wind it down a red-dirt road', 'Maybe crank a little old George Jones', ""Somethin' in your sweet tea, you're barkin' up the right tree"", 'If you like a sky full of stars', ""You ain't gotta look too far"", 'Love you on the back porch, kiss you on the dance floor', 'In a T-shirt and faded jeans', ""I'm a country boy's dream girl"", 'Girls like me like to kick it on a river bank', 'And go out in cowboy boots', 'Fire in a field, tailgate, four wheels', ""Sixer on ice with nothin' to do"", 'I can make your wish come true', 'But if you wanna ride real slow', 'Wind it down a red-dirt road', 'Maybe crank a little old Curtis Loew', ""Somethin' in your sweet tea, you're barkin' up the right tree"", 'If you like a sky full of stars', ""You ain't gotta look too far"", 'Love you on the back porch, kiss you on the dance floor', 'In a T-shirt and faded jeans', ""I'm a country boy's dream girl"", ""Ooh, if that's what you're lookin' for"", ""Ooh, then, boy, I'm what you're lookin' for"", 'But if you wanna ride real slow', 'Wind it down a red-dirt road', 'Maybe crank a little old George Jones', ""Somethin' in your sweet tea, you're barkin' up the right tree"", 'If you like a sky full of stars', ""You ain't gotta look too far"", 'Love you on the back porch, kiss you on the dance floor', 'In a T-shirt and faded jeans', ""I'm a country boy's dream girl"", ""I'm a country boy's dream girl""]"
TRUCK BED,HARDY,spotify:track:103u49mLoJUge83B1CnLxI,"['Damn, she got some nerve way she kicked me to the curb', 'Guess you can say I got what I deserve', ""'Cause I woke up on the wrong side of the truck bed this morning"", '(Yeah)', 'She said, ""Don\'t come home if you go to the bar""', 'I said, ""Okay, baby"" then got drunk out in the yard', '2 AM I knock knock knocked up on the door', ""But she never unlock-locked it, guess I don't live there no more"", 'Yeah, she meant business this time', ""I can't believe my bloodshot eyes"", 'I woke up on the wrong side of the truck bed this morning', 'With a bone-dry bottle of Jack I was pouring', 'Damn, she got some nerve way she kicked me to the curb', 'Guess you can say I got what I deserve', ""'Cause I woke up on the wrong side of the truck bed this morning"", '(Yeah)', 'I used that empty bag of corn to rest my head', 'A camo jacket for a blanket then passed out like I was dead', 'Still got one heck of a buzz', ""If I look a train wreck it's because"", 'I woke up on the wrong side of the truck bed this morning', 'With a bone-dry bottle of Jack I was pouring', 'Damn, she got some nerve way she kicked me to the curb', 'Guess you can say I got what I deserve', ""'Cause I woke up on the wrong side of the truck bed this morning, yeah"", 'I woke up on the wrong side of the truck bed this morning, yes I did', ""I can't believe I gotta be at work at nine"", ""That fuckin' bird's about to catch this .45"", 'Oh, I guess if this really is goodbye (Ha)', 'At least I took my boots off this time, uh', 'I woke up on the wrong side of the truck bed this morning', 'With a bone-dry bottle of Jack I was pouring', 'Damn, she got some nerve way she kicked me to the curb', 'Guess you can say I got what I deserve', 'I woke up on the wrong side of the truck bed this morning', 'With a bone-dry bottle of Jack I was pouring', 'Damn, she got some nerve way she kicked me to the curb']"
"You, Me, And Whiskey",Justin Moore,spotify:track:2BLlpdGCv0IErmH3OBGHYJ,"[""Since I've seen that lettin' down your hair"", 'Double-dog-dare look in your eyes', ""Oh, and you've been burnin' it at both hands"", 'Been a hot minute since you flipped that switch', ""Girl, it ain't nobody's fault, shut the world off"", 'And turn it back to when', 'It was you, me, and whiskey all night long', ""Sinkin' to the bottom of them country songs"", ""Fire burnin' hot 'til the last drop's gone"", ""Let's turn it up, turn it up"", ""'Til we take that Black Label buzz too far"", 'And say them things that stay in the dark', ""Ain't nothin' as sweet, ain't nothin' as strong"", 'As you, me, and whiskey all night long', 'I see you still got that knock-it-back shot glass', ""Girl, you ain't missed a beat"", 'You already let a little four lettеr slip', 'And your hands are all over me', ""And you'rе already talkin' dirty and it's only 10:30"", 'We know where it goes from here', ""I can't find this me in a red wine glass"", ""Yeah, and I can't find it in a beer"", ""It's you, me, and whiskey all night long"", ""Sinkin' to the bottom of them country songs"", ""Fire burnin' hot 'til the last drop's gone"", ""Let's turn it up, turn it up"", ""'Til we take that Black Label buzz too far"", 'And say them things that stay in the dark', ""Ain't nothin' as sweet, ain't nothin' as strong"", 'As you, me, and whiskey all night long', 'Yeah, baby', 'Whiskey all night long', 'You, me, and whiskey all night long', ""Sinkin' to the bottom of them country songs"", ""Turnin' this house to a honky tonk"", ""Let's turn it up, turn it up"", ""'Til we take that Black Label buzz too far"", 'And say them things that stay in the dark', ""Ain't nothin' as sweet, ain't nothin' as strong"", 'As you, me, and whiskey all night long']"
Stars Like Confetti,Dustin Lynch,spotify:track:5wtPc1OQ7g1H8FBkwWqbhh,"['The road was dirt', ""A couple kids waitin' on the sun"", 'Cherry red', 'Baby, I still recall the taste', 'We were a few beers shy of freedom', 'I had my hands around your waist', 'You said, ""Babe, I\'m gettin\' cold""', 'I said, ""Climb on in my jacket""', 'You already know', 'Like my heart, you can have it', ""Oh, I don't remember what the radio was playin'"", ""I was hangin' like the moon on all the words your lips were sayin'"", 'All I know is there was magic in that Chevy', ""Baby, you were glowin', God was throwin'"", 'Stars like confetti, ah', 'Stars like confеtti, ah', 'Yeah, rusted truck, dusted-up boots', 'And high on a pеrfume buzz', ""That see-forever sky wasn't near as high as us"", ""Yeah, our hearts were beatin' faster"", 'Than a runaway midnight train', ""We couldn't say forever"", 'But we said it anyway', 'Baby, hold me tight and never let me go', ""Look up at the sky, Heaven's puttin' on a show"", ""I don't remember what the radio was playin'"", ""I was hangin' like the moon on all the words your lips were sayin'"", 'All I know is there was magic in that Chevy', ""Baby, you were glowin', God was throwin'"", 'Stars like confetti, ah', 'We made a wish on everyone, ah', ""We held on 'til it was done, woah"", ""I don't remember what the radio was playin'"", ""I was hangin' like the moon on all the words you're sayin'"", 'All I know is there was magic in that Chevy', ""Baby, you were glowin', God was throwin'"", 'Stars like confetti, ah', 'Stars like confetti, ah', ""I don't remember what the radio was playin'"", ""I was hangin' like the moon on all the words your lips were sayin'"", 'All I know is there was magic in that Chevy', ""Baby, you were glowin', God was throwin'"", 'Stars like confetti, ah', 'We made a wish on everyone, ah', ""Yeah, we held on 'til it was done, woah"", 'Stars like confetti, ah']"
One Day Tonight,Noah Thompson,spotify:track:45MQs7EiPglAvyYg9fkjzA,"['And I just sit (I just sit), watch her talk about forever', 'Gotta admit, it might be my favorite thing ever', 'When her eyes fill up with stars (Stars)', 'Yeah, and her dreams pour out her heart', 'She wants a wedding in September, save up all winter', 'Spend our summers in a fixer-upper in Denver', ""She wants a girl and a boy and an old dog named Ol' Roy"", 'Lord, I hope this old boy can give her that life', 'So go on, girl, well, pour a glass of winе', 'And dream aloud, talk about one day tonight', '(One day tonight)', 'Shе lights up like a ten-foot Christmas tree', 'Dreaming up (Dreaming up) how our holidays will be', ""Already knows (Already knows) where we'll be in thirty years"", ""Lord, I hope it's from her lips to God's ears"", 'She wants a honeymoon in Vegas, front yard Hydrangeas', ""Already knows the places we'll be taking vacations"", 'She wants a boy and a girl with my eyes and her curls', 'Lord, I hope this old boy can give her that life', 'So go on, girl, well, pour a glass of wine', 'And dream aloud, talk about one day tonight', 'Oh-oh, oh-oh-oh-oh', 'Oh, oh', 'She know she wants a princess cut diamond', ""But she don't know what's in my pocket, hidin'"", 'She wants a wedding in September, save up all winter', 'Spend our summers in a fixer-upper in Denver', ""She wants a girl and a boy and an old dog named Ol' Roy"", 'Lord, I hope this old boy can give her that life', 'So go on, girl, well, pour a glass of wine', 'And dream aloud, talk about one day tonight', ""I'm getting down on one knee tonight""]"
Love You a Little Bit,Tanner Adell,spotify:track:0isqpzdmr2hsKb50uBSCdo,"[""No love songs on the radio playin'"", ""You were just driving and holdin' my hand"", 'No big plans, just you next to me', 'No sunset, no roses but I started feeling things', 'At the third red light on La Ciénaga', 'You stole my heart right off of my lips', ""Think it just hit me when I started kissin' ya"", 'I kinda might sorta like love you a little bit', 'Hands on me in your old T-Shirt', 'In your two-door Ford thinking those three words', 'Light turned green then it started sinking in', 'I kinda might, sorta like, love you a little bit', 'Caught up in the moment, went by so fast', ""Kinda scared to say it, what if you don't say it back?"", ""Either way, I felt it, can't un-feel that"", ""I ain't gonna lie it's a rеal weird time for stars to align"", 'Last place I would think', ""I would start to fall I guеss I'll call it lowkey meant to be"", 'At the third red light on La Ciénaga', 'You stole my heart right from my lips', ""Think it just hit me when I started kissin' ya"", 'I kinda might, sorta like, love you a little bit', 'Hands on me in your old T-Shirt', 'In your two-door Ford thinking those three words', 'Light turned green then it started sinking in', 'I kinda might, sorta like, love you a little bit', 'I know that I told you that we should just be friends', ""But I don't think I can, not when I feel like this"", 'Try to fight it but the truth is', 'I kinda might, sorta like, love you a little bit', 'At the third red light at La Ciénaga', 'You stole my heart right from my lips', ""Think it just hit me when I started kissin' ya"", 'I kinda might, sorta like, love you a little bit', 'Hands on me in your old T-Shirt', 'In your two-door Ford thinking those three words', 'Light turned green then it started sinking in']"
Giving Up On That,Dalton Dover,spotify:track:2Iu5OBDudGv5B0qfKKKbGm,"[""But I'm trying to lean a little more that way these days"", ""You put up with more than I ever would've"", ""And you left just like you should've"", ""But since you've been gone"", ""Ain't nothing 'round here the same"", ""'Cause girl, I've given up on"", 'Drinking as much as I used to when I had you', ""Given up on, just sayin' I'm gonna change"", ""I've given up on passing the blame"", 'Everything made you walk out on what we had', 'But when it comes to wanting you back', ""I ain't ever giving up on that"", ""I pray it ain't too late"", ""For you to see what I've turned into"", 'I just wish my working on me was working on you', 'But since you said goodbye', 'And hit me with them taillights', ""I swear I've changed everything, but your mind"", ""'Cause girl, I've given up on"", 'Drinking as much as I used to when I had you', ""Given up on, just sayin' I'm gonna change"", ""I've given up on passing the blame"", 'Everything made you walk out on what we had', 'But when it comes to wanting you back', ""I ain't ever giving up on that"", ""I ain't ever giving up on"", ""Fightin' for what we could've been"", ""Hangin' on to what we should've been"", ""I wish I would've been a better man back then"", ""'Cause girl, I've given up on"", 'Drinking as much as I used to when I had you', ""Given up on, just sayin' I'm gonna change"", ""I've given up on passing the blame"", 'Everything made you walk out on what we had', 'But when it comes to wanting you back', ""I ain't ever giving up on that""]"
This Town's Been Too Good To Us,Dylan Scott,spotify:track:6vsa5VDsIaWC8oJnowU65l,"['Gave us\u2005them\u2005bucks up on\u2005the wall', 'The way we live and\u2005the way we talk', 'Gave us state that senior year', 'Them country stores to buy that beer', 'A place to go nobody knows', 'When you take it in and you take it', 'Slow like that river rolls', 'Where that green grass grows', ""I can't explain it"", ""Aw, it's something ain't it"", 'Yeah, we sure painted it up', 'Tore down them old two-lane roads', ""We either stole every sign or left 'em in bullet holes"", ""It wasn't nowhere as bad as we all said that it was"", ""Yeah, looking back at it now this town's been too good to us"", 'Raised hell on the weekends, yeah', ""Man, what were we thinkin' when we said we'd leave it in a cloud of dust"", ""This town's been too good to us"", '(Too good to us)', 'Good people in a back row pew', 'Good dirt that the corn grows through', 'Good water that can wash away our sins', 'Good times with some damn good friends', 'Whole lot of not too much to do', 'All the time in the world to do it', 'Every bit of that down-home dirt was heaven on earth', 'And we never knew it', 'Yeah, we sure painted it up', 'Tore down them old two-lane roads', ""We either stole every sign or left 'em in bullet holes"", ""It wasn't nowhere as bad as we all said that it was"", ""Yeah, looking back at it now this town's been too good to us"", 'Raised hell on the weekends, yeah', ""Man, what were we thinking when we said we'd leave it in a cloud of dust"", ""This town's been too good to us"", 'Too good to us', 'Slow like that river rolls', 'Where that green grass grows', ""I can't explain it"", ""Aw, it's something ain't it"", ""(Something ain't it, something ain't it)"", 'Yeah, we sure painted it up', 'Tore down them old two-lane roads', ""We either stole every sign or left 'em in bullet holes"", ""It wasn't nowhere as bad as we all said that it was"", ""Yeah, looking back at it now this town's been too good to us"", 'Raised hell on the weekends, yeah', ""Man, what were we thinking when we said we'd leave it in a cloud of dust"", ""This town's been too good to us"", 'Yeah, too good to us (To us, to us)']"
Hurt No More,CHASE WRIGHT,spotify:track:5UDX3jJn9vXGxE5h0sNRCy,"['I could pick up when your name lights up', 'And tell you, ""Baby, come on over""', 'I could say yes, to whatever comes next', 'And forget about closure', 'I could let your fingertips take control of me in the dark', 'And not worry about how it ends', 'Yeah, baby, I could let you start', 'Pouring that gas, striking that match', 'And setting this bed on fire', 'Shutting those blinds, hitting rewind', ""And go where we ain't been in a while"", 'I could kiss you once, forget the past', ""Act like this time's gonna last"", 'And I could and I would let you walk back through that door', ""But I don't wanna hurt no more, no more, no more"", ""Yeah, I don't wanna hurt no more, no more, no more"", ""It's funny how done only really means done"", 'Until you find you way back over', ""And you only say I miss you drunk and that's the issue"", ""Never when you're sober"", 'I could let you play those games', 'But you know I know good and well', 'When we rekindle that burnt out flame', ""I'll be living in a living hell"", 'Pouring that gas, striking that match', 'And setting this bed on fire', 'Shutting those blinds, hitting rewind', ""And go where we ain't been in a while"", 'I could kiss you once, forget the past', ""Act like this time's gonna last"", 'And I could and I would let you walk back through that door', ""But I don't wanna hurt no more, no more, no more"", ""Yeah, I don't wanna hurt no more, no more, no more"", 'I could let your fingertips take control of me in the dark', 'And not worry about how it ends', 'Yeah, baby, I could let you start', 'Pouring that gas, striking that match', 'And setting this bed on fire', 'Shutting those blinds, hitting rewind', ""And go where we ain't been in a while"", 'I could kiss you once, forget the past', ""Act like this time's gonna last"", 'And I could and I would let you walk back through that door', ""But I don't wanna hurt no more, no more, no more""]"
Lucky,Elle King,spotify:track:6DE1vkPkMn2I77360IBb8t,"['Taken every wrong turn down the bridges I burned', ""It's a bad reputation, but it's damn well earned"", ""Gotta thank God that this ole life ain't fair"", ""There's only one way to explain how I got here"", 'I got lucky', ""Well, ain't that somethin' for someone just like me"", ""Who don't deserve a damn thing?"", 'I know broken, beat down', 'And I know I show it then and now', 'But, hell, I chosе it, yeah, I own it', 'And it brings me to my knees', 'I got lucky', ""I've been it all, I'vе been empty"", ""I've had nothin', I've had plenty"", ""Yeah, I've done the dance, too many close calls"", 'More than most, most of all', 'I got lucky', ""Ain't that somethin' for someone just like me"", ""Who don't deserve a damn thing?"", 'I know broken, beat down', 'I know I show it then and now', 'But, hell, I chose it, yeah, I own it', 'And it brings me to my knees', 'I got lucky', ""I make sure I don't make it on easy on me"", 'But I woke up today, so that must mean', 'I got lucky', ""Well, ain't that somethin' for someone just like me"", ""Who don't deserve one damn thing?"", 'I know broken, beat down', 'And I know I show it then and now', 'Hell, I chose it, yeah, I own it', 'And it brings me to my knees', 'I got lucky', 'I got lucky', 'Oh', ""I'm your mom""]"
Next Thing You Know,Jordan Davis,spotify:track:2lNTHWu2I5Tcz9ukWsV5Jj,"[""You get her laughin', it's 2AM"", ""You're tellin' your buddies, three months in"", ""That she ain't movin' in, the next thing you know"", ""There's a U-Haul trailer, the next thing you know"", ""Your old apartment, is y'all's new place"", 'There goes the carpet but the deer head stays', 'Next thing you know', ""You're savin' money like never before, just to"", 'Spend it all at a jewelry store', ""Gettin' down on one knee on hеr mama's porch"", 'Just prayin\' she don\'t say, ""No""', 'Next thing you know', ""Your best man givеs a half-drunk speech and you're"", 'Sunburnt on a honeymoon beach and your', ""Left hand's gettin' used to that ring"", 'And there the next two or three years go', 'Next thing you know', ""You weren't really tryin', next thing you know"", ""There's a test on the counter, next thing you know"", ""She's standin' there cryin', noddin' her head yes"", ""You're half excited, half scared to death"", ""'Cause next thing you know"", ""You're wearin' scrubs and a funny white hat and the"", ""Doctor's sayin', how you doin' there dad and"", ""Nobody's ever called you that"", 'And you take that drive home slow', 'Next thing you know', ""It's first steps, first dates, first car"", ""It's 11:01 wonderin' where they are"", ""You're sayin' that USC's too far"", ""It's amazing how fast seventeen years go"", 'Next thing you know', 'Next thing you know', 'Next thing you know', ""You get to know your wife again and you're"", ""More in love than you've ever been"", ""With a lot of years of remember when's and still some down the road"", ""'Cause next thing you know"", ""You got a yard full of your kid's kids"", ""And you take 'em to church, teach 'em to fish"", ""And you, tell 'em stories every chance you get"", 'About how fast this life down here can go', 'Next thing you know', '(Next thing you know, ooh)', 'Next thing you know']"
All I Need Is You,Chris Janson,spotify:track:02FAxAwzApe6pAqfAL3dLr,"['Lotto ticket worth a million bucks', 'And a bigger one on the wall', ""I want my boy's mall team to win"", 'Waiting on the radio again', 'I want what I want', ""But hey, don't we all?"", 'When that sun goes down', 'At the end of the day', ""There's just one thing I can't lose"", ""If you're by my side"", ""I'm better than alright"", 'Baby, all I need is you', 'I wanna take a trip in a Chevrolet', 'To a beach house down on 30A', 'Have the Gulf of Mexico', ""Sittin' right in my backyard"", ""But as long as you're right here in my arms"", 'When that sun goes down', 'At the end of the day', ""Thеre's just one thing I can't lose"", ""If you'rе by my side"", ""I'm better than alright"", 'Baby, all I need is', 'You in the morning, you in the night', 'You every day for the rest of my life', ""You and me together 'til the day I day"", ""I'm all yours, if you're all my mine"", ""Baby, you're all mine"", 'Now, baby, look at you', ""You're my wildest dream"", 'I could give it all up', 'And still have everything', 'When that sun goes down', 'At the end of the day', ""There's just one thing I can't lose"", ""If you're by my side"", ""I'm better than alright"", 'Baby, all I need is you', 'All I need is you', 'Baby, all I need is you']"
Trouble,Josh Ross,spotify:track:7cRggVoZ18mmvIN2EcSQ3J,"[""So I guess I'll call some buddies up"", 'Get gone, take another shot in some Broadway dive', 'I might give you a drunk dial', 'Just to tell you what you already know', ""Baby I'm in trouble"", 'Steady missing you', ""I'm getting through another double"", 'A white flag waving, come and save me', ""Might be reckless but I can't help it"", 'So if you could would you just come back home?', ""'Cause baby I'm in trouble"", ""Baby I'm in trouble"", 'Heading straight for another memory', 'Trying to stay afloat on this old barstool', ""Wishing you would call but you won't"", ""That it'll get bеtter but it don't"", ""'Cause Jack D and Jesus ain't you"", ""Baby I'm in troublе"", 'Steady missing you', ""I'm getting through another double"", 'A white flag waving, come and save me', ""Might be reckless but I can't help it"", 'So if you could would you just come back home?', ""'Cause baby I'm in trouble"", ""(Baby I'm in trouble)"", ""Wishing you would call but you won't"", ""That it'll get better but it don't"", ""'Cause Jack D and Jesus ain't you"", ""Baby I'm in trouble"", ""Baby I'm in trouble"", ""Baby I'm in trouble"", 'Steady missing you', ""I'm getting through another double"", 'A white flag waving, come and save me', ""Might be reckless but I can't help it"", 'So if you could would you just come back home?', ""'Cause baby I'm in trouble""]"
Light On In The Kitchen,Ashley McBryde,spotify:track:2GAqIzPU7v3kfvY4hZQ9jm,"['A dose of local honey', ""Will keep your nose from runnin'"", ""Little things like that she's always said"", 'Never back\u205fup\u205ffarther\u205fthan you have\u205fto', ""Pray for those\u205fthat don't have a prayer"", 'Honey, trust yourself', 'You better love yourself', ""'Cause 'til you do, you ain't no good"", 'For anybody else', 'And, honey, boys are dumb', 'But you gonna find your one', 'Love him hard and bless your heart', ""You'll need someone to listen"", ""That's why I leave a light on in the kitchen"", 'Pancakes just taste better after midnight', 'When you make friends, always be color blind', 'Your freckles make you pretty', ""There's more to life than bein' skinny"", ""When you feel fat, it's mostly in your mind"", 'So, honey, trust yourself', 'You better love yourself', ""'Cause 'til you do, you ain't no good"", 'To anybody else', 'And, honey, boys are dumb', 'But you gonna find your one', 'Love him hard and bless your heart', ""You'll need someone to listen"", ""And that's why I leave a light on in the kitchen"", '(Ooh, ooh)', 'Well, honey, trust yourself', 'Laugh at yourself', ""If somethin' tries to hold you back"", 'Get up and give it hell', ""And for heaven's sake"", 'Always have a place', ""That you can do some cryin' and some bitchin'""]"
Burn It Down,Parker McCollum,spotify:track:09hVlIVHtEE1nLUv6YGZiW,"[""All I can see is you're gone and you left me here"", 'With this house on this ground, burn it down', ""I'll leave my memories inside"", 'In that bed, we loved in all night', 'Every word, every fight', ""Every feelin', stone cold, not a sound"", ""Burn it down 'til it's ashes and smoke"", ""Burn it down to the smolderin' coals"", ""Burn it down 'til I don't want you no more"", 'Baby, burn it down', 'Every last song that I wrote', 'About me and you growing old', 'Every sliver of hope everything I know', 'Pile it up right now', ""Burn it down 'til it's ashes and smoke"", ""Burn it down to the smolderin' coals"", ""Burn it down 'til I don't want you no more"", 'Baby, burn it down', 'Burn it down (Burn it, burn it, burn it)', 'Burn it down (Burn it, burn it, burn it)', ""Burn it down 'til it's ashes and smoke"", ""Burn it down to the smolderin' coals"", ""Burn it down 'til I don't want you no more"", 'Baby, burn it down (Burn it, burn it, burn it)', 'Burn it down (Burn it, burn it, burn it)', 'Burn it down (Burn it, burn it, burn it)']"
IF YOU GO DOWN (I'M GOIN' DOWN TOO),Kelsea Ballerini,spotify:track:1jX9wlAgVkAl0fCZqkCI73,"['If I got an aisle with a mess I gotta clean up', ""I know you'll be showin' up with bleach"", ""All those names that we don't ever speak of"", 'Got a couple nights that have slipped my mind', 'Proof and photographs have been deleted', 'If you ever needed an alibi', ""'Cause dirt on you is dirt on me"", ""And we both know our hands ain't clean"", 'If it all blows up and we end up on the news', ""If you go down, I'm goin' down too"", ""It's a good thing we're each other's kinda crazy"", ""Ain't no judgment or keepin' score"", ""If you rob a bank, I'm your getaway Mercedes"", ""God knows that's what friends are for"", ""'Cause dirt on you is dirt on me"", ""And we both know our hands ain't clean"", 'If it all blows up and we end up on the news', ""If you go down, I'm goin' down too"", ""If you do down, I'm goin' down too, yeah"", 'I keep all your secrets by the dozen', 'You know where my skeletons sleep', 'Hypothetically, if you ever kill your husband', ""Hand on the Bible, I'd be lyin' through my teeth"", ""'Cause dirt on you is dirt on me"", ""And we both know our hands ain't clean"", 'If it all blows up and we end up on the news', ""If you go down, I'm goin' down too"", ""Our bodies are buried and they're in the same ditch"", ""So even if I wanted to, I can't snitch"", 'Thirty to life would go quicker with you, yeah', ""So if you go down, I'm goin' down too"", ""If you go down, I'm goin' down too""]"
